input,target
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in nlp, rest api, deep learning.
JD: Backend/Software role requiring nlp, rest api, kubernetes.
Gaps: Missing skills: kubernetes. Weak skills: deep learning.
Target topic: Web Development. Target difficulty: medium.",Compare different approaches to ssr vs csr and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in react, deep learning, algorithms.
JD: Backend/Software role requiring react, deep learning, sql.
Gaps: Missing skills: sql. Weak skills: algorithms.
Target topic: Deep Learning. Target difficulty: hard.",Design an architecture or algorithm to solve fine-tuning large models and explain your choices.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in data structures, kubernetes, machine learning.
JD: Backend/Software role requiring data structures, kubernetes, sql.
Gaps: Missing skills: sql. Weak skills: kubernetes.
Target topic: System Design. Target difficulty: medium.",Walk me through how you'd implement high availability from scratch.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in aws, system design, deep learning.
JD: Backend/Software role requiring aws, system design, react.
Gaps: Missing skills: react. Weak skills: aws.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: How would you approach observability for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in machine learning, rest api, react.
JD: Backend/Software role requiring machine learning, rest api, sql.
Gaps: Missing skills: sql. Weak skills: react.
Target topic: System Design. Target difficulty: hard.",Design a solution: How would you approach load balancing for a large-scale system? Dataset is highly imbalanced.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in deep learning, data structures, docker.
JD: Backend/Software role requiring deep learning, data structures, java.
Gaps: Missing skills: java. Weak skills: docker.
Target topic: Algorithms. Target difficulty: easy.",Compare different approaches to sorting and searching and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in system design, kubernetes, react.
JD: Backend/Software role requiring system design, kubernetes, docker.
Gaps: Missing skills: docker. Weak skills: system design.
Target topic: Software Engineering. Target difficulty: easy.",Compare different approaches to system reliability and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in machine learning, kubernetes, aws.
JD: Backend/Software role requiring machine learning, kubernetes, algorithms.
Gaps: Missing skills: algorithms. Weak skills: machine learning.
Target topic: Database & SQL. Target difficulty: medium.",Walk me through how you'd implement query optimization from scratch.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in rest api, sql, dbms.
JD: Backend/Software role requiring rest api, sql, deep learning.
Gaps: Missing skills: deep learning. Weak skills: dbms.
Target topic: Database & SQL. Target difficulty: medium.",How do you evaluate the effectiveness of nosql use-cases in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in networking, machine learning, rest api.
JD: Backend/Software role requiring networking, machine learning, node.js.
Gaps: Missing skills: node.js. Weak skills: machine learning.
Target topic: Backend Development. Target difficulty: easy.",How do you evaluate the effectiveness of idempotency in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, machine learning, algorithms.
JD: Backend/Software role requiring rest api, machine learning, networking.
Gaps: Missing skills: networking. Weak skills: machine learning.
Target topic: Algorithms. Target difficulty: hard.",Design a solution: How would you approach graph algorithms for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in kubernetes, machine learning, nlp.
JD: Backend/Software role requiring kubernetes, machine learning, java.
Gaps: Missing skills: java. Weak skills: machine learning.
Target topic: Machine Learning. Target difficulty: medium.",Describe the trade-offs involved in ensemble methods.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in algorithms, machine learning, data structures.
JD: Backend/Software role requiring algorithms, machine learning, java.
Gaps: Missing skills: java. Weak skills: algorithms.
Target topic: System Design. Target difficulty: medium.",How do you evaluate the effectiveness of high availability in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, python, sql.
JD: Backend/Software role requiring rest api, python, java.
Gaps: Missing skills: java. Weak skills: sql.
Target topic: Data Science. Target difficulty: hard.",Design a solution: How would you approach data ethics for a large-scale system? Requires cross-region fault tolerance.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in docker, sql, nlp.
JD: Backend/Software role requiring docker, sql, dbms.
Gaps: Missing skills: dbms. Weak skills: sql.
Target topic: Data Science. Target difficulty: hard.",Design a solution: Explain data wrangling tools and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in nlp, networking, python.
JD: Backend/Software role requiring nlp, networking, deep learning.
Gaps: Missing skills: deep learning. Weak skills: nlp.
Target topic: Database & SQL. Target difficulty: medium.",How do you evaluate the effectiveness of replication in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in machine learning, networking, nlp.
JD: Backend/Software role requiring machine learning, networking, algorithms.
Gaps: Missing skills: algorithms. Weak skills: networking.
Target topic: Database & SQL. Target difficulty: easy.",What are common pitfalls when implementing data modeling and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in data structures, rest api, docker.
JD: Backend/Software role requiring data structures, rest api, operating systems.
Gaps: Missing skills: operating systems. Weak skills: rest api.
Target topic: Machine Learning. Target difficulty: medium.",Explain time series forecasting and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in deep learning, aws, nlp.
JD: Backend/Software role requiring deep learning, aws, docker.
Gaps: Missing skills: docker. Weak skills: nlp.
Target topic: Deep Learning. Target difficulty: easy.",Explain the concept of sequence-to-sequence models with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in algorithms, deep learning, nlp.
JD: Backend/Software role requiring algorithms, deep learning, java.
Gaps: Missing skills: java. Weak skills: deep learning.
Target topic: Backend Development. Target difficulty: medium.",What are common pitfalls when implementing rest api design and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in algorithms, python, rest api.
JD: Backend/Software role requiring algorithms, python, react.
Gaps: Missing skills: react. Weak skills: python.
Target topic: Data Science. Target difficulty: hard.",Design a solution: What are common pitfalls when implementing visualization best practices and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, dbms, data structures.
JD: Backend/Software role requiring operating systems, dbms, node.js.
Gaps: Missing skills: node.js. Weak skills: data structures.
Target topic: System Design. Target difficulty: medium.","Give an example where designing pub/sub systems would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, dbms, algorithms.
JD: Backend/Software role requiring python, dbms, data structures.
Gaps: Missing skills: data structures. Weak skills: dbms.
Target topic: Behavioural. Target difficulty: easy.",Explain simply how you'd approach communication under pressure and explain your choices.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in node.js, aws, deep learning.
JD: Backend/Software role requiring node.js, aws, data structures.
Gaps: Missing skills: data structures. Weak skills: deep learning.
Target topic: Software Engineering. Target difficulty: medium.",How do you evaluate the effectiveness of code reviews in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in system design, data structures, machine learning.
JD: Backend/Software role requiring system design, data structures, python.
Gaps: Missing skills: python. Weak skills: machine learning.
Target topic: System Design. Target difficulty: hard.","Design a solution: Give an example where high availability would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in algorithms, system design, python.
JD: Backend/Software role requiring algorithms, system design, dbms.
Gaps: Missing skills: dbms. Weak skills: algorithms.
Target topic: Web Development. Target difficulty: hard.",Design a solution: Explain ssr vs csr and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in docker, aws, algorithms.
JD: Backend/Software role requiring docker, aws, rest api.
Gaps: Missing skills: rest api. Weak skills: aws.
Target topic: Algorithms. Target difficulty: easy.",What are common pitfalls when implementing shortest path and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in machine learning, deep learning, java.
JD: Backend/Software role requiring machine learning, deep learning, node.js.
Gaps: Missing skills: node.js. Weak skills: deep learning.
Target topic: Behavioural. Target difficulty: hard.","Design a solution: Give an example where leadership examples would fail, and how you'd detect or fix it. Dataset is highly imbalanced."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in aws, java, react.
JD: Backend/Software role requiring aws, java, networking.
Gaps: Missing skills: networking. Weak skills: aws.
Target topic: Web Development. Target difficulty: medium.",Explain the concept of responsive design with a short example. Assume 1M daily users.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, react, networking.
JD: Backend/Software role requiring rest api, react, data structures.
Gaps: Missing skills: data structures. Weak skills: networking.
Target topic: Software Engineering. Target difficulty: medium.","Give an example where microservices best practices would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in java, networking, operating systems.
JD: Backend/Software role requiring java, networking, deep learning.
Gaps: Missing skills: deep learning. Weak skills: networking.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: How would you approach caching strategies for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in nlp, operating systems, machine learning.
JD: Backend/Software role requiring nlp, operating systems, dbms.
Gaps: Missing skills: dbms. Weak skills: machine learning.
Target topic: System Design. Target difficulty: medium.",Compare different approaches to event-driven architecture and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in rest api, operating systems, aws.
JD: Backend/Software role requiring rest api, operating systems, nlp.
Gaps: Missing skills: nlp. Weak skills: rest api.
Target topic: System Design. Target difficulty: medium.",How do you evaluate the effectiveness of consistency vs availability in a real project? Dataset is highly imbalanced.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in dbms, react, kubernetes.
JD: Backend/Software role requiring dbms, react, deep learning.
Gaps: Missing skills: deep learning. Weak skills: dbms.
Target topic: Machine Learning. Target difficulty: medium.",Explain the concept of ensemble methods with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in node.js, system design, nlp.
JD: Backend/Software role requiring node.js, system design, sql.
Gaps: Missing skills: sql. Weak skills: node.js.
Target topic: Web Development. Target difficulty: easy.",What are common pitfalls when implementing ssr vs csr and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in nlp, aws, operating systems.
JD: Backend/Software role requiring nlp, aws, python.
Gaps: Missing skills: python. Weak skills: aws.
Target topic: Database & SQL. Target difficulty: medium.","Give an example where replication would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in react, docker, node.js.
JD: Backend/Software role requiring react, docker, operating systems.
Gaps: Missing skills: operating systems. Weak skills: react.
Target topic: Behavioural. Target difficulty: medium.","Give an example where mentorship would fail, and how you'd detect or fix it. Requires cross-region fault tolerance."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in algorithms, java, node.js.
JD: Backend/Software role requiring algorithms, java, react.
Gaps: Missing skills: react. Weak skills: java.
Target topic: Algorithms. Target difficulty: medium.",How would you approach graph algorithms for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, nlp, node.js.
JD: Backend/Software role requiring python, nlp, algorithms.
Gaps: Missing skills: algorithms. Weak skills: nlp.
Target topic: Machine Learning. Target difficulty: easy.",What are common pitfalls when implementing class imbalance and how do you mitigate them? Dataset is highly imbalanced.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in java, operating systems, algorithms.
JD: Backend/Software role requiring java, operating systems, react.
Gaps: Missing skills: react. Weak skills: java.
Target topic: Backend Development. Target difficulty: medium.",Explain schema design and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in data structures, operating systems, system design.
JD: Backend/Software role requiring data structures, operating systems, dbms.
Gaps: Missing skills: dbms. Weak skills: operating systems.
Target topic: Database & SQL. Target difficulty: easy.",Compare different approaches to joins vs denormalization and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in dbms, system design, docker.
JD: Backend/Software role requiring dbms, system design, node.js.
Gaps: Missing skills: node.js. Weak skills: system design.
Target topic: Machine Learning. Target difficulty: medium.",Compare different approaches to hyperparameter tuning and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, system design, dbms.
JD: Backend/Software role requiring python, system design, kubernetes.
Gaps: Missing skills: kubernetes. Weak skills: system design.
Target topic: Algorithms. Target difficulty: hard.",Design a solution: Describe the trade-offs involved in heap and priority queue. Assume 1M daily users.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in java, nlp, aws.
JD: Backend/Software role requiring java, nlp, react.
Gaps: Missing skills: react. Weak skills: java.
Target topic: Data Science. Target difficulty: easy.",Compare different approaches to feature selection and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in dbms, python, aws.
JD: Backend/Software role requiring dbms, python, networking.
Gaps: Missing skills: networking. Weak skills: aws.
Target topic: Web Development. Target difficulty: easy.",How do you evaluate the effectiveness of responsive design in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in rest api, aws, sql.
JD: Backend/Software role requiring rest api, aws, python.
Gaps: Missing skills: python. Weak skills: aws.
Target topic: Backend Development. Target difficulty: medium.",How would you approach database transactions for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in algorithms, dbms, rest api.
JD: Backend/Software role requiring algorithms, dbms, networking.
Gaps: Missing skills: networking. Weak skills: rest api.
Target topic: Deep Learning. Target difficulty: medium.",Compare different approaches to batch normalization and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in algorithms, system design, data structures.
JD: Backend/Software role requiring algorithms, system design, node.js.
Gaps: Missing skills: node.js. Weak skills: data structures.
Target topic: Software Engineering. Target difficulty: hard.",Design a solution: Explain testing strategies and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in aws, sql, nlp.
JD: Backend/Software role requiring aws, sql, deep learning.
Gaps: Missing skills: deep learning. Weak skills: sql.
Target topic: Database & SQL. Target difficulty: easy.",How would you approach nosql use-cases for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, operating systems, rest api.
JD: Backend/Software role requiring python, operating systems, nlp.
Gaps: Missing skills: nlp. Weak skills: rest api.
Target topic: Algorithms. Target difficulty: easy.","Give an example where graph algorithms would fail, and how you'd detect or fix it. Dataset is highly imbalanced."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in react, sql, kubernetes.
JD: Backend/Software role requiring react, sql, deep learning.
Gaps: Missing skills: deep learning. Weak skills: react.
Target topic: Data Science. Target difficulty: hard.",Design a solution: How would you approach data wrangling tools for a large-scale system?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in networking, python, java.
JD: Backend/Software role requiring networking, python, data structures.
Gaps: Missing skills: data structures. Weak skills: python.
Target topic: Backend Development. Target difficulty: hard.",Design a solution: How do you evaluate the effectiveness of idempotency in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in react, networking, data structures.
JD: Backend/Software role requiring react, networking, system design.
Gaps: Missing skills: system design. Weak skills: react.
Target topic: System Design. Target difficulty: hard.",Design a solution: Describe the trade-offs involved in high availability.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in kubernetes, sql, dbms.
JD: Backend/Software role requiring kubernetes, sql, python.
Gaps: Missing skills: python. Weak skills: dbms.
Target topic: Algorithms. Target difficulty: easy.",How do you evaluate the effectiveness of string algorithms in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in java, nlp, docker.
JD: Backend/Software role requiring java, nlp, aws.
Gaps: Missing skills: aws. Weak skills: nlp.
Target topic: System Design. Target difficulty: hard.",Design a solution: Explain the concept of designing pub/sub systems with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in dbms, deep learning, docker.
JD: Backend/Software role requiring dbms, deep learning, algorithms.
Gaps: Missing skills: algorithms. Weak skills: docker.
Target topic: Machine Learning. Target difficulty: medium.",Walk me through how you'd implement time series forecasting from scratch.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in kubernetes, data structures, dbms.
JD: Backend/Software role requiring kubernetes, data structures, nlp.
Gaps: Missing skills: nlp. Weak skills: kubernetes.
Target topic: Algorithms. Target difficulty: medium.",Explain the concept of heap and priority queue with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in aws, algorithms, rest api.
JD: Backend/Software role requiring aws, algorithms, deep learning.
Gaps: Missing skills: deep learning. Weak skills: aws.
Target topic: Software Engineering. Target difficulty: hard.",Design a solution: How would you approach dependency injection for a large-scale system? Dataset is highly imbalanced.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in networking, docker, kubernetes.
JD: Backend/Software role requiring networking, docker, data structures.
Gaps: Missing skills: data structures. Weak skills: docker.
Target topic: Behavioural. Target difficulty: medium.","Give an example where failure and recovery would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in system design, sql, networking.
JD: Backend/Software role requiring system design, sql, react.
Gaps: Missing skills: react. Weak skills: sql.
Target topic: Machine Learning. Target difficulty: medium.",Design an architecture or algorithm to solve ensemble methods and explain your choices. Assume 1M daily users.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in python, docker, sql.
JD: Backend/Software role requiring python, docker, machine learning.
Gaps: Missing skills: machine learning. Weak skills: python.
Target topic: Cloud & DevOps. Target difficulty: medium.",Compare different approaches to autoscaling and justify which you'd pick for high throughput systems.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in dbms, rest api, docker.
JD: Backend/Software role requiring dbms, rest api, sql.
Gaps: Missing skills: sql. Weak skills: dbms.
Target topic: Cloud & DevOps. Target difficulty: medium.",How do you evaluate the effectiveness of container orchestration in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, machine learning, aws.
JD: Backend/Software role requiring operating systems, machine learning, java.
Gaps: Missing skills: java. Weak skills: machine learning.
Target topic: Backend Development. Target difficulty: medium.",How do you evaluate the effectiveness of idempotency in a real project? Latency must stay below 200ms.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in dbms, operating systems, data structures.
JD: Backend/Software role requiring dbms, operating systems, java.
Gaps: Missing skills: java. Weak skills: operating systems.
Target topic: Web Development. Target difficulty: hard.","Design a solution: Give an example where web accessibility would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in system design, nlp, java.
JD: Backend/Software role requiring system design, nlp, algorithms.
Gaps: Missing skills: algorithms. Weak skills: java.
Target topic: Behavioural. Target difficulty: medium.",What are common pitfalls when implementing mentorship and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in rest api, node.js, kubernetes.
JD: Backend/Software role requiring rest api, node.js, dbms.
Gaps: Missing skills: dbms. Weak skills: kubernetes.
Target topic: Web Development. Target difficulty: hard.","Design a solution: Give an example where frontend-backend interaction would fail, and how you'd detect or fix it."
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in aws, sql, machine learning.
JD: Backend/Software role requiring aws, sql, data structures.
Gaps: Missing skills: data structures. Weak skills: aws.
Target topic: System Design. Target difficulty: medium.",Explain the concept of sharding strategies with a short example. Latency must stay below 200ms.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in java, deep learning, kubernetes.
JD: Backend/Software role requiring java, deep learning, python.
Gaps: Missing skills: python. Weak skills: deep learning.
Target topic: Backend Development. Target difficulty: medium.",How do you evaluate the effectiveness of rate limiting in a real project?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in operating systems, java, deep learning.
JD: Backend/Software role requiring operating systems, java, react.
Gaps: Missing skills: react. Weak skills: java.
Target topic: Behavioural. Target difficulty: hard.",Design a solution: What are common pitfalls when implementing mentorship and how do you mitigate them?
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: junior developer skilled in python, aws, deep learning.
JD: Backend/Software role requiring python, aws, data structures.
Gaps: Missing skills: data structures. Weak skills: deep learning.
Target topic: Cloud & DevOps. Target difficulty: easy.",Explain the concept of service discovery with a short example.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: mid-level developer skilled in algorithms, node.js, kubernetes.
JD: Backend/Software role requiring algorithms, node.js, react.
Gaps: Missing skills: react. Weak skills: algorithms.
Target topic: Data Science. Target difficulty: hard.",Design a solution: Explain data ethics and when you'd use it in production.
"Instruction: Given the candidate resume, job description, and skill gaps, generate one interview question focusing mainly on the missing and weak skills. The question should be appropriate for the given topic and difficulty level.
Resume: senior developer skilled in react, sql, java.
JD: Backend/Software role requiring react, sql, deep learning.
Gaps: Missing skills: deep learning. Weak skills: sql.
Target topic: Behavioural. Target difficulty: easy.",Explain simply how you'd approach mentorship and explain your choices.
